back_pack	back_pack.txt	N=10
bike	bike.txt	N=10
bike_helmet	bike_helmet.txt	N=10
bookcase	bookcase.txt	N=10
bottle	bottle.txt	N=10
calculator	calculator.txt	N=10
desk_chair	desk_chair.txt	N=10
desk_lamp	desk_lamp.txt	N=10
desktop_computer	desktop_computer.txt	N=10
file_cabinet	file_cabinet.txt	N=10
headphones	headphones.txt	N=10
keyboard	keyboard.txt	N=10
laptop_computer	laptop_computer.txt	N=10
letter_tray	letter_tray.txt	N=10
mobile_phone	mobile_phone.txt	N=10
monitor	monitor.txt	N=10
mouse	mouse.txt	N=10
mug	mug.txt	N=10
paper_notebook	paper_notebook.txt	N=10
pen	pen.txt	N=10
phone	phone.txt	N=10
printer	printer.txt	N=10
projector	projector.txt	N=10
punchers	punchers.txt	N=10
ring_binder	ring_binder.txt	N=10
ruler	ruler.txt	N=10
scissors	scissors.txt	N=10
speaker	speaker.txt	N=10
stapler	stapler.txt	N=10
tape_dispenser	tape_dispenser.txt	N=10
trash_can	trash_can.txt	N=10
