n01443537	n01443537.txt	N=10
n01629819	n01629819.txt	N=10
n01641577	n01641577.txt	N=10
n01644900	n01644900.txt	N=10
n01698640	n01698640.txt	N=10
n01742172	n01742172.txt	N=10
n01768244	n01768244.txt	N=10
n01770393	n01770393.txt	N=10
n01774384	n01774384.txt	N=10
n01774750	n01774750.txt	N=10
n01784675	n01784675.txt	N=10
n01855672	n01855672.txt	N=10
n01882714	n01882714.txt	N=10
n01910747	n01910747.txt	N=10
n01917289	n01917289.txt	N=10
n01944390	n01944390.txt	N=10
n01945685	n01945685.txt	N=10
n01950731	n01950731.txt	N=10
n01983481	n01983481.txt	N=10
n01984695	n01984695.txt	N=10
n02002724	n02002724.txt	N=10
n02056570	n02056570.txt	N=10
n02058221	n02058221.txt	N=10
n02074367	n02074367.txt	N=10
n02085620	n02085620.txt	N=10
n02094433	n02094433.txt	N=10
n02099601	n02099601.txt	N=10
n02099712	n02099712.txt	N=10
n02106662	n02106662.txt	N=10
n02113799	n02113799.txt	N=10
n02123045	n02123045.txt	N=10
n02123394	n02123394.txt	N=10
n02124075	n02124075.txt	N=10
n02125311	n02125311.txt	N=10
n02129165	n02129165.txt	N=10
n02132136	n02132136.txt	N=10
n02165456	n02165456.txt	N=10
n02190166	n02190166.txt	N=10
n02206856	n02206856.txt	N=10
n02226429	n02226429.txt	N=10
n02231487	n02231487.txt	N=10
n02233338	n02233338.txt	N=10
n02236044	n02236044.txt	N=10
n02268443	n02268443.txt	N=10
n02279972	n02279972.txt	N=10
n02281406	n02281406.txt	N=10
n02321529	n02321529.txt	N=10
n02364673	n02364673.txt	N=10
n02395406	n02395406.txt	N=10
n02403003	n02403003.txt	N=10
n02410509	n02410509.txt	N=10
n02415577	n02415577.txt	N=10
n02423022	n02423022.txt	N=10
n02437312	n02437312.txt	N=10
n02480495	n02480495.txt	N=10
n02481823	n02481823.txt	N=10
n02486410	n02486410.txt	N=10
n02504458	n02504458.txt	N=10
n02509815	n02509815.txt	N=10
n02666196	n02666196.txt	N=10
n02669723	n02669723.txt	N=10
n02699494	n02699494.txt	N=10
n02730930	n02730930.txt	N=10
n02769748	n02769748.txt	N=10
n02788148	n02788148.txt	N=10
n02791270	n02791270.txt	N=10
n02793495	n02793495.txt	N=10
n02795169	n02795169.txt	N=10
n02802426	n02802426.txt	N=10
n02808440	n02808440.txt	N=10
n02814533	n02814533.txt	N=10
n02814860	n02814860.txt	N=10
n02815834	n02815834.txt	N=10
n02823428	n02823428.txt	N=10
n02837789	n02837789.txt	N=10
n02841315	n02841315.txt	N=10
n02843684	n02843684.txt	N=10
n02883205	n02883205.txt	N=10
n02892201	n02892201.txt	N=10
n02906734	n02906734.txt	N=10
n02909870	n02909870.txt	N=10
n02917067	n02917067.txt	N=10
n02927161	n02927161.txt	N=10
n02948072	n02948072.txt	N=10
n02950826	n02950826.txt	N=10
n02963159	n02963159.txt	N=10
n02977058	n02977058.txt	N=10
n02988304	n02988304.txt	N=10
n02999410	n02999410.txt	N=10
n03014705	n03014705.txt	N=10
n03026506	n03026506.txt	N=10
n03042490	n03042490.txt	N=10
n03085013	n03085013.txt	N=10
n03089624	n03089624.txt	N=10
n03100240	n03100240.txt	N=10
n03126707	n03126707.txt	N=10
n03160309	n03160309.txt	N=10
n03179701	n03179701.txt	N=10
n03201208	n03201208.txt	N=10
n03250847	n03250847.txt	N=10
n03255030	n03255030.txt	N=10
n03355925	n03355925.txt	N=10
n03388043	n03388043.txt	N=10
n03393912	n03393912.txt	N=10
n03400231	n03400231.txt	N=10
n03404251	n03404251.txt	N=10
n03424325	n03424325.txt	N=10
n03444034	n03444034.txt	N=10
n03447447	n03447447.txt	N=10
n03544143	n03544143.txt	N=10
n03584254	n03584254.txt	N=10
n03599486	n03599486.txt	N=10
n03617480	n03617480.txt	N=10
n03637318	n03637318.txt	N=10
n03649909	n03649909.txt	N=10
n03662601	n03662601.txt	N=10
n03670208	n03670208.txt	N=10
n03706229	n03706229.txt	N=10
n03733131	n03733131.txt	N=10
n03763968	n03763968.txt	N=10
n03770439	n03770439.txt	N=10
n03796401	n03796401.txt	N=10
n03804744	n03804744.txt	N=10
n03814639	n03814639.txt	N=10
n03837869	n03837869.txt	N=10
n03838899	n03838899.txt	N=10
n03854065	n03854065.txt	N=10
n03891332	n03891332.txt	N=10
n03902125	n03902125.txt	N=10
n03930313	n03930313.txt	N=10
n03937543	n03937543.txt	N=10
n03970156	n03970156.txt	N=10
n03976657	n03976657.txt	N=10
n03977966	n03977966.txt	N=10
n03980874	n03980874.txt	N=10
n03983396	n03983396.txt	N=10
n03992509	n03992509.txt	N=10
n04008634	n04008634.txt	N=10
n04023962	n04023962.txt	N=10
n04067472	n04067472.txt	N=10
n04070727	n04070727.txt	N=10
n04074963	n04074963.txt	N=10
n04099969	n04099969.txt	N=10
n04118538	n04118538.txt	N=10
n04133789	n04133789.txt	N=10
n04146614	n04146614.txt	N=10
n04149813	n04149813.txt	N=10
n04179913	n04179913.txt	N=10
n04251144	n04251144.txt	N=10
n04254777	n04254777.txt	N=10
n04259630	n04259630.txt	N=10
n04265275	n04265275.txt	N=10
n04275548	n04275548.txt	N=10
n04285008	n04285008.txt	N=10
n04311004	n04311004.txt	N=10
n04328186	n04328186.txt	N=10
n04356056	n04356056.txt	N=10
n04366367	n04366367.txt	N=10
n04371430	n04371430.txt	N=10
n04376876	n04376876.txt	N=10
n04398044	n04398044.txt	N=10
n04399382	n04399382.txt	N=10
n04417672	n04417672.txt	N=10
n04456115	n04456115.txt	N=10
n04465501	n04465501.txt	N=10
n04486054	n04486054.txt	N=10
n04487081	n04487081.txt	N=10
n04501370	n04501370.txt	N=10
n04507155	n04507155.txt	N=10
n04532106	n04532106.txt	N=10
n04532670	n04532670.txt	N=10
n04540053	n04540053.txt	N=10
n04560804	n04560804.txt	N=10
n04562935	n04562935.txt	N=10
n04596742	n04596742.txt	N=10
n04597913	n04597913.txt	N=10
n06596364	n06596364.txt	N=10
n07579787	n07579787.txt	N=10
n07583066	n07583066.txt	N=10
n07614500	n07614500.txt	N=10
n07615774	n07615774.txt	N=10
n07695742	n07695742.txt	N=10
n07711569	n07711569.txt	N=10
n07715103	n07715103.txt	N=10
n07720875	n07720875.txt	N=10
n07734744	n07734744.txt	N=10
n07747607	n07747607.txt	N=10
n07749582	n07749582.txt	N=10
n07753592	n07753592.txt	N=10
n07768694	n07768694.txt	N=10
n07871810	n07871810.txt	N=10
n07873807	n07873807.txt	N=10
n07875152	n07875152.txt	N=10
n07920052	n07920052.txt	N=10
n09193705	n09193705.txt	N=10
n09246464	n09246464.txt	N=10
n09256479	n09256479.txt	N=10
n09332890	n09332890.txt	N=10
n09428293	n09428293.txt	N=10
n12267677	n12267677.txt	N=10
