Alarm_Clock	Alarm_Clock.txt	N=10
Backpack	Backpack.txt	N=10
Batteries	Batteries.txt	N=10
Bed	Bed.txt	N=10
Bike	Bike.txt	N=10
Bottle	Bottle.txt	N=10
Bucket	Bucket.txt	N=10
Calculator	Calculator.txt	N=10
Calendar	Calendar.txt	N=10
Candles	Candles.txt	N=10
Chair	Chair.txt	N=10
Clipboards	Clipboards.txt	N=10
Computer	Computer.txt	N=10
Couch	Couch.txt	N=10
Curtains	Curtains.txt	N=10
Desk_Lamp	Desk_Lamp.txt	N=10
Drill	Drill.txt	N=10
Eraser	Eraser.txt	N=10
Exit_Sign	Exit_Sign.txt	N=10
Fan	Fan.txt	N=10
File_Cabinet	File_Cabinet.txt	N=10
Flipflops	Flipflops.txt	N=10
Flowers	Flowers.txt	N=10
Folder	Folder.txt	N=10
Fork	Fork.txt	N=10
Glasses	Glasses.txt	N=10
Hammer	Hammer.txt	N=10
Helmet	Helmet.txt	N=10
Kettle	Kettle.txt	N=10
Keyboard	Keyboard.txt	N=10
Knives	Knives.txt	N=10
Lamp_Shade	Lamp_Shade.txt	N=10
Laptop	Laptop.txt	N=10
Marker	Marker.txt	N=10
Monitor	Monitor.txt	N=10
Mop	Mop.txt	N=10
Mouse	Mouse.txt	N=10
Mug	Mug.txt	N=10
Notebook	Notebook.txt	N=10
Oven	Oven.txt	N=10
Pan	Pan.txt	N=10
Paper_Clip	Paper_Clip.txt	N=10
Pen	Pen.txt	N=10
Pencil	Pencil.txt	N=10
Postit_Notes	Postit_Notes.txt	N=10
Printer	Printer.txt	N=10
Push_Pin	Push_Pin.txt	N=10
Radio	Radio.txt	N=10
Refrigerator	Refrigerator.txt	N=10
Ruler	Ruler.txt	N=10
Scissors	Scissors.txt	N=10
Screwdriver	Screwdriver.txt	N=10
Shelf	Shelf.txt	N=10
Sink	Sink.txt	N=10
Sneakers	Sneakers.txt	N=10
Soda	Soda.txt	N=10
Speaker	Speaker.txt	N=10
Spoon	Spoon.txt	N=10
TV	TV.txt	N=10
Table	Table.txt	N=10
Telephone	Telephone.txt	N=10
ToothBrush	ToothBrush.txt	N=10
Toys	Toys.txt	N=10
Trash_Can	Trash_Can.txt	N=10
Webcam	Webcam.txt	N=10
