apple	apple.txt	N=10
aquarium_fish	aquarium_fish.txt	N=10
baby	baby.txt	N=10
bear	bear.txt	N=10
beaver	beaver.txt	N=10
bed	bed.txt	N=10
bee	bee.txt	N=10
beetle	beetle.txt	N=10
bicycle	bicycle.txt	N=10
bottle	bottle.txt	N=10
bowl	bowl.txt	N=10
boy	boy.txt	N=10
bridge	bridge.txt	N=10
bus	bus.txt	N=10
butterfly	butterfly.txt	N=10
camel	camel.txt	N=10
can	can.txt	N=10
castle	castle.txt	N=10
caterpillar	caterpillar.txt	N=10
cattle	cattle.txt	N=10
chair	chair.txt	N=10
chimpanzee	chimpanzee.txt	N=10
clock	clock.txt	N=10
cloud	cloud.txt	N=10
cockroach	cockroach.txt	N=10
couch	couch.txt	N=10
crab	crab.txt	N=10
crocodile	crocodile.txt	N=10
cup	cup.txt	N=10
dinosaur	dinosaur.txt	N=10
dolphin	dolphin.txt	N=10
elephant	elephant.txt	N=10
flatfish	flatfish.txt	N=10
forest	forest.txt	N=10
fox	fox.txt	N=10
girl	girl.txt	N=10
hamster	hamster.txt	N=10
house	house.txt	N=10
kangaroo	kangaroo.txt	N=10
keyboard	keyboard.txt	N=10
lamp	lamp.txt	N=10
lawn_mower	lawn_mower.txt	N=10
leopard	leopard.txt	N=10
lion	lion.txt	N=10
lizard	lizard.txt	N=10
lobster	lobster.txt	N=10
man	man.txt	N=10
maple_tree	maple_tree.txt	N=10
motorcycle	motorcycle.txt	N=10
mountain	mountain.txt	N=10
mouse	mouse.txt	N=10
mushroom	mushroom.txt	N=10
oak_tree	oak_tree.txt	N=10
orange	orange.txt	N=10
orchid	orchid.txt	N=10
otter	otter.txt	N=10
palm_tree	palm_tree.txt	N=10
pear	pear.txt	N=10
pickup_truck	pickup_truck.txt	N=10
pine_tree	pine_tree.txt	N=10
plain	plain.txt	N=10
plate	plate.txt	N=10
poppy	poppy.txt	N=10
porcupine	porcupine.txt	N=10
possum	possum.txt	N=10
rabbit	rabbit.txt	N=10
raccoon	raccoon.txt	N=10
ray	ray.txt	N=10
road	road.txt	N=10
rocket	rocket.txt	N=10
rose	rose.txt	N=10
sea	sea.txt	N=10
seal	seal.txt	N=10
shark	shark.txt	N=10
shrew	shrew.txt	N=10
skunk	skunk.txt	N=10
skyscraper	skyscraper.txt	N=10
snail	snail.txt	N=10
snake	snake.txt	N=10
spider	spider.txt	N=10
squirrel	squirrel.txt	N=10
streetcar	streetcar.txt	N=10
sunflower	sunflower.txt	N=10
sweet_pepper	sweet_pepper.txt	N=10
table	table.txt	N=10
tank	tank.txt	N=10
telephone	telephone.txt	N=10
television	television.txt	N=10
tiger	tiger.txt	N=10
tractor	tractor.txt	N=10
train	train.txt	N=10
trout	trout.txt	N=10
tulip	tulip.txt	N=10
turtle	turtle.txt	N=10
wardrobe	wardrobe.txt	N=10
whale	whale.txt	N=10
willow_tree	willow_tree.txt	N=10
wolf	wolf.txt	N=10
woman	woman.txt	N=10
worm	worm.txt	N=10
