apple	apple	apple.txt	N=10
aquarium_fish	aquarium fish	aquarium_fish.txt	N=10
baby	baby	baby.txt	N=10
bear	bear	bear.txt	N=10
beaver	beaver	beaver.txt	N=10
bed	bed	bed.txt	N=10
bee	bee	bee.txt	N=10
beetle	beetle	beetle.txt	N=10
bicycle	bicycle	bicycle.txt	N=10
bottle	bottle	bottle.txt	N=10
bowl	bowl	bowl.txt	N=10
boy	boy	boy.txt	N=10
bridge	bridge	bridge.txt	N=10
bus	bus	bus.txt	N=10
butterfly	butterfly	butterfly.txt	N=10
camel	camel	camel.txt	N=10
can	can	can.txt	N=10
castle	castle	castle.txt	N=10
caterpillar	caterpillar	caterpillar.txt	N=10
cattle	cattle	cattle.txt	N=10
chair	chair	chair.txt	N=10
chimpanzee	chimpanzee	chimpanzee.txt	N=10
clock	clock	clock.txt	N=10
cloud	cloud	cloud.txt	N=10
cockroach	cockroach	cockroach.txt	N=10
couch	couch	couch.txt	N=10
crab	crab	crab.txt	N=10
crocodile	crocodile	crocodile.txt	N=10
cup	cup	cup.txt	N=10
dinosaur	dinosaur	dinosaur.txt	N=10
dolphin	dolphin	dolphin.txt	N=10
elephant	elephant	elephant.txt	N=10
flatfish	flatfish	flatfish.txt	N=10
forest	forest	forest.txt	N=10
fox	fox	fox.txt	N=10
girl	girl	girl.txt	N=10
hamster	hamster	hamster.txt	N=10
house	house	house.txt	N=10
kangaroo	kangaroo	kangaroo.txt	N=10
keyboard	keyboard	keyboard.txt	N=10
lamp	lamp	lamp.txt	N=10
lawn_mower	lawn mower	lawn_mower.txt	N=10
leopard	leopard	leopard.txt	N=10
lion	lion	lion.txt	N=10
lizard	lizard	lizard.txt	N=10
lobster	lobster	lobster.txt	N=10
man	man	man.txt	N=10
maple_tree	maple tree	maple_tree.txt	N=10
motorcycle	motorcycle	motorcycle.txt	N=10
mountain	mountain	mountain.txt	N=10
mouse	mouse	mouse.txt	N=10
mushroom	mushroom	mushroom.txt	N=10
oak_tree	oak tree	oak_tree.txt	N=10
orange	orange	orange.txt	N=10
orchid	orchid	orchid.txt	N=10
otter	otter	otter.txt	N=10
palm_tree	palm tree	palm_tree.txt	N=10
pear	pear	pear.txt	N=10
pickup_truck	pickup truck	pickup_truck.txt	N=10
pine_tree	pine tree	pine_tree.txt	N=10
plain	plain	plain.txt	N=10
plate	plate	plate.txt	N=10
poppy	poppy	poppy.txt	N=10
porcupine	porcupine	porcupine.txt	N=10
possum	possum	possum.txt	N=10
rabbit	rabbit	rabbit.txt	N=10
raccoon	raccoon	raccoon.txt	N=10
ray	ray	ray.txt	N=10
road	road	road.txt	N=10
rocket	rocket	rocket.txt	N=10
rose	rose	rose.txt	N=10
sea	sea	sea.txt	N=10
seal	seal	seal.txt	N=10
shark	shark	shark.txt	N=10
shrew	shrew	shrew.txt	N=10
skunk	skunk	skunk.txt	N=10
skyscraper	skyscraper	skyscraper.txt	N=10
snail	snail	snail.txt	N=10
snake	snake	snake.txt	N=10
spider	spider	spider.txt	N=10
squirrel	squirrel	squirrel.txt	N=10
streetcar	streetcar	streetcar.txt	N=10
sunflower	sunflower	sunflower.txt	N=10
sweet_pepper	sweet pepper	sweet_pepper.txt	N=10
table	table	table.txt	N=10
tank	tank	tank.txt	N=10
telephone	telephone	telephone.txt	N=10
television	television	television.txt	N=10
tiger	tiger	tiger.txt	N=10
tractor	tractor	tractor.txt	N=10
train	train	train.txt	N=10
trout	trout	trout.txt	N=10
tulip	tulip	tulip.txt	N=10
turtle	turtle	turtle.txt	N=10
wardrobe	wardrobe	wardrobe.txt	N=10
whale	whale	whale.txt	N=10
willow_tree	willow tree	willow_tree.txt	N=10
wolf	wolf	wolf.txt	N=10
woman	woman	woman.txt	N=10
worm	worm	worm.txt	N=10
