back_pack	back_pack.txt	N=10	kind=backpack
bike	bike.txt	N=10	kind=bicycle
bike_helmet	bike_helmet.txt	N=10	kind=helmet
bookcase	bookcase.txt	N=10	kind=bookcase
bottle	bottle.txt	N=10	kind=bottle
calculator	calculator.txt	N=10	kind=calculator
desk_chair	desk_chair.txt	N=10	kind=chair
desk_lamp	desk_lamp.txt	N=10	kind=desk_lamp
desktop_computer	desktop_computer.txt	N=10	kind=desktop_computer
file_cabinet	file_cabinet.txt	N=10	kind=file_cabinet
headphones	headphones.txt	N=10	kind=headphones
keyboard	keyboard.txt	N=10	kind=keyboard
laptop_computer	laptop_computer.txt	N=10	kind=laptop
letter_tray	letter_tray.txt	N=10	kind=tray
mobile_phone	mobile_phone.txt	N=10	kind=phone
monitor	monitor.txt	N=10	kind=monitor
mouse	mouse.txt	N=10	kind=mouse
mug	mug.txt	N=10	kind=mug
paper_notebook	paper_notebook.txt	N=10	kind=notebook
pen	pen.txt	N=10	kind=pen
phone	phone.txt	N=10	kind=desk_phone
printer	printer.txt	N=10	kind=printer
projector	projector.txt	N=10	kind=projector
punchers	punchers.txt	N=10	kind=hole_punch
ring_binder	ring_binder.txt	N=10	kind=binder
ruler	ruler.txt	N=10	kind=ruler
scissors	scissors.txt	N=10	kind=scissors
speaker	speaker.txt	N=10	kind=speaker
stapler	stapler.txt	N=10	kind=stapler
tape_dispenser	tape_dispenser.txt	N=10	kind=tape_dispenser
trash_can	trash_can.txt	N=10	kind=trash_can
